image_path,emotion,valence,arousal,color,lighting,composition,situation
/kaggle/working/Images/Art Nouveau (Modern)/0007750_SergeSudeikin-AtOlympia's.DesignforTalesofHoffmannbyJ.Offenbach..jpg,Contentment,Positive,Low,"Warm tones dominate, with rich reds, greens, and golds. The colors are saturated, adding to the lushness and vibrancy.","Soft, warm lighting highlights the scene, creating a gentle contrast between light and shadow.","The composition is symmetrical, drawing the viewer’s eye to the central figure, flanked by dynamic elements.","The image depicts an opulent theater scene with vibrant drapery and ornate architecture. Figures in elegant costumes populate the space, engaging in lively interactions. The warm lighting creates an inviting ambiance, while the rich detail captures a festive atmosphere."
/kaggle/working/Images/Art Nouveau (Modern)/0007789_RaphaelKirchner-Legendes.jpg,Calm,Positive,Low,"Warm tones dominate with pinks and earthy greens, gentle saturation.","Soft light source, gently highlights curves.","Dynamic, with her leaning posture adding movement.","A woman in a flowing green dress leans gracefully over a stone slab, surrounded by vibrant pink flowers. Her hair is adorned with a single bloom, and the background is a soft, muted sky."
/kaggle/working/Images/Art Nouveau (Modern)/0007843_FerdinandHodler-TheLadyoftheIsenfluh.jpg,Calm,Positive,Low,"Dominant cool tones with vibrant greens and blues contrast with warm, soft pinks and purples, creating a lively yet soothing palette.","Soft light gently illuminates the clouds and mountains, enhancing the contrast between light and shadow across the scene.","The composition is dynamic, with the mountains drawing the eye upward, balanced by the lush foreground of hills and valleys.","The image depicts a mesmerizing mountain landscape with rolling green hills and towering snow-capped peaks under a sky with swirling clouds. Vivid colors paint the scene, evoking a sense of grandeur and tranquility."
/kaggle/working/Images/Art Nouveau (Modern)/0007846_TheophileSteinlen-LaMaternelle.jpg,Sad,Negative,Low,Dominated by cool and muted tones with low saturation and contrast.,"Soft light, minimal contrast between light and dark areas.","Dynamic, with a central line of movement among the children.","The image depicts a group of children walking together, dressed in somber, dark clothing. Their expressions appear solemn as a stark gray background engulfs them, creating a somber, reflective atmosphere."
/kaggle/working/Images/Art Nouveau (Modern)/0007874_EugeneLanceray-UstKrestishche.Spring.Flood.jpg,Calm,Positive,Low,"Cool, muted tones dominate the scene, with subtle use of warm hues creating gentle contrast.","Soft light gently illuminates the scene, with subtle contrasts highlighting the tranquil atmosphere.","Dynamic composition with a strong horizontal line where land meets water, creating balance and depth.","The image depicts a serene landscape with leafless trees reflected in a calm, mirror-like body of water. A solitary figure in red is visible in the background, adding a touch of warmth to the muted tones."
"/kaggle/working/Images/Art Nouveau (Modern)/0007939_FerdinandHodler-HillyLandscapewithRavens,intheBerneseOberland.jpg",Contentment,Positive,Low,"Warm and cool tones blend with moderate saturation, creating a harmonious balance that enhances the natural setting.","Natural lighting gently illuminates the landscape, with soft shadows adding depth and dimension.","A dynamic composition with a central focus on the rolling hills and horizon line, leading the eye across the scene.","The landscape painting portrays a vast grassy field with rolling hills under a vibrant blue sky. Scattered clouds float above, and a line of small trees adds depth, creating a serene countryside ambiance."
/kaggle/working/Images/Art Nouveau (Modern)/0007954_TheophileSteinlen-AuQuartierBredasketch.jpg,Calm,Positive,Low,"The monochromatic color scheme uses cool, muted tones, creating a vintage feel.","Subtle contrasts of light and dark enhance the texture and depth, with a gentle light source emphasizing the central figures.","Dynamic composition, with the central focus on the two women, surrounded by peripheral figures.","The image features a lively street scene with elegantly dressed figures sketched in flowing, confident lines. The central focus is on two women, their detailed attire suggesting fashionable clothes of an earlier era. The background is filled with loosely depicted figures, adding depth and context."
/kaggle/working/Images/Art Nouveau (Modern)/0007955_MikhailVrubel-Muse.jpg,Calm,Positive,Low,"Cool tones dominate, with subtle blues and greens, presenting a low saturation that evokes calmness.","Soft light source, creating gentle contrasts between light and dark areas, adding depth.","The composition is balanced, with central focus on the figure, enhancing a sense of stability.","The painting depicts a serene scene featuring a contemplative figure seated with a lyre amidst a lush landscape. The background reveals soft trees and an expansive, cloud-filled sky, all bathed in muted, harmonious colors."
/kaggle/working/Images/Art Nouveau (Modern)/0008042_EmileGalle-VasemitClematisblüten.jpg,Calm,Positive,Low,"Warm tones dominate, with gentle gradients of yellow transitioning into earthy browns, accentuated by cool blues in the flowers.","Soft light casts delicate shadows, enhancing the elegance of the engravings without overshadowing the natural gradation of colors.","The design is gracefully wrapped around the vase, offering a dynamic yet balanced visual experience that demands attention to detail.","The vase features delicate floral engravings against a backdrop of soft, gradient hues. The intricate design of leaves and blossoms provides a sense of elegance and natural beauty, creating a harmonious blend between artistry and nature."
/kaggle/working/Images/Art Nouveau (Modern)/0008054_HarryClarke-TheYear'sattheSpring.jpg,Calm,Positive,Low,"Cool tones with gentle, muted saturation, creating a harmonious atmosphere.","Soft light source with subtle light-dark contrast, enhancing the calmness.","Balanced and central focus, guiding the eye toward the main figures.","The image depicts a serene, dreamlike landscape with ethereal figures in traditional attire, surrounded by blooming flowers. A delicate moon hangs in the sky, casting a soft glow over the tranquil scene, where exotic creatures and ornate patterns intertwine beautifully."
/kaggle/working/Images/Art Nouveau (Modern)/0008095_EthelReed-MissTräumerei.jpg,Excited,Positive,High,The artwork employs cool monochrome tones contrasted with saturated yellow accents.,Light and shadow are used sharply to emphasize form and contrast.,"The composition is dynamic, with a lively juxtaposition of elements centered on the pianist.","The image features a stylized depiction of a woman playing the piano, surrounded by vibrant yellow flowers. The contrast between the monochrome background and the bright, cheerful blossoms creates an intriguing visual dynamic."
/kaggle/working/Images/Art Nouveau (Modern)/0008114_OwenJones-RenaissanceOrnamentno.8.OrnamentsfromstoneandwoodfromthecollectionsoftheandLouvreandHotelCluny.jpg,Calm,Positive,Low,"The palette consists of cool, muted tones, with low saturation, highlighting the classical theme.","Subtle lighting casts gentle shadows, enhancing the depth and texture of the patterns.","The layout is symmetrical with a balanced arrangement, creating a sense of order and harmony.","The image displays a grid of intricate ornamental designs. Each panel features detailed, symmetrical patterns, showcasing floral and geometric motifs. The subdued color palette and fine detailing evoke a sense of historical opulence and artistic craftsmanship."
/kaggle/working/Images/Art Nouveau (Modern)/0008121_TheophileSteinlen-LaPenitence.jpg,Contentment,Positive,Low,"A blend of warm and cool tones adds depth, while moderate saturation provides a naturalistic look.","Soft lighting creates gentle contrasts, emphasizing forms without harshness.","The composition is dynamic, with figures slightly off-center, evoking balance amidst asymmetry.","The image depicts a modest interaction between a woman in traditional attire and a man dressed in clerical garb outside a rustic building. The setting has a quaint, rural charm with distant trees framing the scene."
/kaggle/working/Images/Art Nouveau (Modern)/0008159_HeinrichLefler-DieBucherDerChronikaDerDreiSchwestern12.jpg,Calm,Positive,Low,"Dominated by muted, cool tones and a blend of yellow hues, creating a harmonious and calming effect.","Soft, even lighting enhancing the delicate patterns and textures, with a gentle contrast between light and dark areas.","Central focus on the reclining figure, with dynamic, flowing elements that guide the viewer's eye throughout the scene.","The image depicts an intricately detailed scene featuring an elegantly reclining woman adorned in flowing garments and a regal headdress. She is placed within a fantastical, ornate architectural setting with arches, intricate patterns, and a serene underwater ambiance."
